body_part,sub_category,original_english,twi_translation
Eyes,Light & Sensitivity,I have to squint constantly because everything looks too bright.,Me daadaa bue me ani ketewa ɛfiri sɛ biribiara hyerɛn dodo ma ɛyɛ me ya.
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Me dan me ti a, ɛyɛ me ya kɛse a ɛkɔ me mmati so hɔ."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Me dan me ti a, ɛyɛ me ya kɛse na ɛkɔ me mmati so."
Chest,Musculoskeletal Chest Pain,My chest feels incredibly sore and tender to the touch.,Me gya ho yɛ me hare na ɛyɛ me ya.
Chest,Musculoskeletal Chest Pain,My chest feels incredibly sore and tender to the touch.,Me gya ho yɛ me hare pa ara na ɛyɛ me ya.
Chest,Musculoskeletal Chest Pain,My chest feels incredibly sore and tender to the touch.,"Me gya yɛ me ya na sɛ m'de m'nsa ka a, ɛyɛ me hare."
Chest,Musculoskeletal Chest Pain,My chest feels incredibly sore and tender to the touch.,Me gya yɛ me ya na ɛyɛ me hare dodo.
Chest,Musculoskeletal Chest Pain,My chest feels incredibly sore and tender to the touch.,Me gya yɛ me ya pa ara na ɛyɛ me hare sɛ m'de me nsa bɛka.
Elbow & Forearm,Pain & Tenderness,I have a burning pain on the outside of my elbow that gets worse when I grip things.,"Me gɔn akyi no, ɛhyew me, na sɛ mede biribi kyerɛ a, ɛyɛ me ya kɛse."
Elbow & Forearm,Pain & Tenderness,I have a burning pain on the outside of my elbow that gets worse when I grip things.,"Me gɔn akyi no, ɛhyew me, na sɛ mekura biribi a, ɛyɛ me ya kɛse."
Elbow & Forearm,Pain & Tenderness,I have a burning pain on the outside of my elbow that gets worse when I grip things.,"Me gɔn akyi no, ɛhyew me, na sɛ mekura biribi a, ɛyɛ me ya kɛse."
Elbow & Forearm,Pain & Tenderness,I have a burning pain on the outside of my elbow that gets worse when I grip things.,"Me gɔn akyi no, ɛhyew me, na sɛ mekura biribi a, ɛyɛ me ya paa."
Elbow & Forearm,Pain & Tenderness,I have a burning pain on the outside of my elbow that gets worse when I grip things.,"Me gɔn akyi no, ɛhyew me, na sɛ mekura biribi a, ɛyɛ me ya sen kan."
Elbow & Forearm,Pain & Tenderness,My elbow is completely tender — even a light touch makes me jump.,"Me gɔn mu ya me paa, kookaa ketewa biara ma me te nka."
Elbow & Forearm,Pain & Tenderness,My elbow is completely tender — even a light touch makes me jump.,"Me gɔn mu ya me paa, kookaa ketewa biara ma me yɛ den."
Elbow & Forearm,Pain & Tenderness,My elbow is completely tender — even a light touch makes me jump.,"Me gɔn mu ya me paa, kookaa ketewa biara ma me."
Elbow & Forearm,Pain & Tenderness,My elbow is completely tender — even a light touch makes me jump.,"Me gɔn mu ya me paa, sɛ woka me kakra a, me ho woso."
Elbow & Forearm,Pain & Tenderness,My elbow is completely tender — even a light touch makes me jump.,"Me gɔn mu ya me paa, sɛ woka me kakra a, ɛyɛ me ya."
Pelvis,Pelvic Pain,"There's a raw, throbbing ache deep inside my hip area.","Me hip anaa asente hɔ yareɛ no yɛ me ya pa, ɛretwi-twi."
Pelvis,Pelvic Pain,"There's a raw, throbbing ache deep inside my hip area.",Me hip hɔ yareɛ no retwi-twi me.
General & Systemic,Fatigue & Energy,I feel completely exhausted and drained no matter how much I sleep.,"Me ho abrɛ me paa, ɛwom sɛ meda ara pii nanso me nipadua nnyɛ yie."
General & Systemic,Fatigue & Energy,I feel completely exhausted and drained no matter how much I sleep.,"Me ho abrɛ me, na sɛ meda ara pii a, me nipadua nnyɛ yie."
General & Systemic,Fatigue & Energy,I feel completely exhausted and drained no matter how much I sleep.,"Me ho ayɛ mmerɛw koraa, nanso sɛ meda ara pii a, ɛnyɛ me yie."
General & Systemic,Fatigue & Energy,I feel completely exhausted and drained no matter how much I sleep.,"Me ho ayɛ mmerɛw na sɛ meda mmere biara a, ɛnsa."
General & Systemic,Fever & Temperature,I'm burning up with a fever and every joint in my body aches.,Me ho hye me dodo na me nkwaboa nyinaa yɛ me ya.
Kidney & Flank,Associated Symptoms,I have a fever and chills along with this deep aching in my back.,"Me ho hye me na me ho bɔ me, ɛne me m’akyi a ɛyɛ me ya paa no."
Kidney & Flank,Associated Symptoms,I have a fever and chills along with this deep aching in my back.,"Me ho hye me na me ho nso bɔ me, na me mfinimfini nso yɛ me ya paa."
General & Systemic,Fever & Temperature,I'm burning up with a fever and every joint in my body aches.,Me ho hye me te sɛ egya na me nkwaboa nyinaa yere me.
General & Systemic,Fever & Temperature,I'm burning up with a fever and every joint in my body aches.,Me ho hyew dodo na me nkwaboa nyinaa resen me.
Kidney & Flank,Associated Symptoms,I have a fever and chills along with this deep aching in my back.,"Me ho keka me na me ho nso hye me, nanso me m’akyi no nso yɛ me ya yie."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Me ho nsi hɔ, na ɛte sɛ nea asaase no rekyinkyin ase me."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Me ho nsi me yie, na ɛte sɛ nea fam no reto."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Me ho nsi me yie, ɛyɛ me sɛ fam no resesaw."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Me ho nsi me, ɛte sɛ nea fam no resesa."
General & Systemic,Fever & Temperature,I keep sweating through my clothes even when the room is cold.,Me ho nsuo rebɔ me ntadeɛ nanso ɛdan no mu yɛ awɔ.
General & Systemic,Fever & Temperature,I keep sweating through my clothes even when the room is cold.,"Me ho nsuo retwi me ntadeɛ mu berɛ nyinaa, ɛwom sɛ dan no mu yɛ awɔ deɛ."
General & Systemic,Fever & Temperature,I'm shaking with chills even though I feel boiling hot to the touch.,Me ho wosow nanso me ho hyew te sɛ egya.
General & Systemic,Fever & Temperature,I'm shaking with chills even though I feel boiling hot to the touch.,"Me ho wosow nanso wode wo nsa ka me a, me ho hyew gya."
General & Systemic,Fever & Temperature,I'm shaking with chills even though I feel boiling hot to the touch.,"Me ho wosow te sɛ nea awɔ rekyere me, nanso me ho hyew dodo."
General & Systemic,Fatigue & Energy,My whole body feels heavy like my limbs are made of concrete.,Me ho yɛ me duru na me nsa ne me nan yɛ me den te sɛ ɛbo.
Kidney & Flank,Associated Symptoms,I have a fever and chills along with this deep aching in my back.,"Me ho yɛ me hye na me ho nso woso, na m’akyi no yɛ me ya."
General & Systemic,Fatigue & Energy,My muscles feel completely exhausted and shaky like jelly.,Me ho yɛ me mmerɛw na ɛwosow me te sɛ jellie.
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.","Me ho yɛ me sɛ biribi nni me ho, ɛte sɛ nea menam dum kɛse bi mu."
General & Systemic,Fever & Temperature,"I feel feverish, sick, and my skin hurts when anything touches it.","Me ho yɛ me yareɛ na me honam nso nka nea ɛhɔ biara, ɛyɛ me ya paa."
General & Systemic,Fever & Temperature,"I feel feverish, sick, and my skin hurts when anything touches it.",Me ho yɛ me yareɛ na me honam yɛ me ya sɛ biribi ka me ho a.
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Me ho ɛyɛ me sɛ ɛpo so na mehyɛ, nanso megyina hɔ ara."
Chest,Palpitations,I can feel my pulse pounding violently in my throat.,Me homam rebɔ wɔ me kɔn mu dennen.
Chest,Respiratory & Breathing,"I'm having a sharp, stabbing pain every time I take a deep breath.","Me home kɛseɛ biara ka me, ɛte sɛ deɛ me kokoɔ mu rekyɛ."
Lungs & Breathing,Breathlessness,I can't take a full breath — there's a wall stopping me halfway.,"Me home mma me koma mu pii, ɛyɛ me sɛ ade bi asiw me."
Lungs & Breathing,Breathlessness,I can't take a full breath — there's a wall stopping me halfway.,"Me home nni hɔ koraa, ɛte sɛ nea adɔ bi asiw me kwan."
Chest,Respiratory & Breathing,My chest hits a wall halfway through every breath.,"Me home no ntumi nko akyire, ɛte sɛ deɛ biribi si me kokoɔ kwan."
Chest,Respiratory & Breathing,My chest hits a wall halfway through every breath.,"Me home no si akyiri, ɛte sɛ deɛ biribi si me kokoɔ kwan ntam."
Chest,Respiratory & Breathing,My chest hits a wall halfway through every breath.,"Me home no si kwan mu, ɛte sɛ deɛ biribi si me kokoɔ ano."
Lungs & Breathing,Breathlessness,"Breathing feels like hard, exhausting work.","Me home no yɛ me den paa, ɛma me brɛ."
Chest,Respiratory & Breathing,I feel like I'm suffocating even though I'm breathing fast.,Me home yɛ ntɛm-ntɛm nanso ɛte sɛ deɛ home nni mu na merefiri mu.
Lungs & Breathing,Breathlessness,I get short of breath just walking to the next room.,Me home yɛ tia sesei ara a mereyɛ anantuo kɔ dan foforo mu.
Lungs & Breathing,Cough & Airways,My airway feels like it's closing up and getting narrower.,"Me homebea no retwitwa, ɛyɛ me sɛ ɛreyɛ ketewa."
Lungs & Breathing,Cough & Airways,My airway feels like it's closing up and getting narrower.,"Me homebea no reye ketewa, ɛte sɛ nea ɛretwitwa."
Skin,Texture & Sensation,I have areas of skin that feel completely numb and leathery.,"Me honam fa bi ayɛ den na ɛnka hwee, ɛte sɛ nwerɛ ara pɛ."
Skin,Texture & Sensation,I have areas of skin that feel completely numb and leathery.,Me honam fa bi ayɛ den te sɛ nwerɛ na ɛnka biribiara.
Skin,Texture & Sensation,I have areas of skin that feel completely numb and leathery.,Me honam fa bi nyinaa ayɛ den na mete nka biara sɛ nwerɛ.
Skin,Texture & Sensation,I have areas of skin that feel completely numb and leathery.,Me honam koro bi yɛ den na ɛnka hwee.
General & Systemic,Widespread Pain,"I have a deep, aching pain that seems to be in every muscle at once.","Me honam nkwammoa nyinaa yɛ me ya dodo, ɛte sɛ nea yaw no dɔ yiye."
General & Systemic,Widespread Pain,"I have a deep, aching pain that seems to be in every muscle at once.","Me honam nkwammoa nyinaa yɛ me ya, na ɛte sɛ nea yaw no akɔ akyiri."
Skin,Texture & Sensation,My skin crawls and itches even when nothing is visibly touching it.,"Me honam yɛ me krakra na ɛho yɛ me nkokosro bere nyinaa, nanso biribiara nka me."
Skin,Texture & Sensation,My skin crawls and itches even when nothing is visibly touching it.,Me honam yɛ me krakra na ɛyɛ me ho nkokosro nanso biribiara nka me.
Skin,Texture & Sensation,My skin crawls and itches even when nothing is visibly touching it.,"Me honam yɛ me krakra na ɛyɛ me ho, ɛwom sɛ biribiara nka me nanso."
Hip,Pain & Aching,"I have a deep, throbbing ache in my hip that makes it hard to sleep.",Me hwe mu yɛ me yaw a ɛfoforo a ɛma menyɛ nna yiye.
Hip,Pain & Aching,"I have a deep, throbbing ache in my hip that makes it hard to sleep.","Me hwe mu yɛ me yaw a ɛfoforo, ɛma ennyɛ mmerɛ a meda."
Hip,Pain & Aching,"I have a deep, throbbing ache in my hip that makes it hard to sleep.","Me hwe mu yɛ me yaw a ɛkɔ so ara, na ɛma mennya nna."
Hip,Pain & Aching,"I have a deep, throbbing ache in my hip that makes it hard to sleep.","Me hwe mu yɛ me yaw a ɛkɔ so ara, ɛma menyɛ da yiye."
Hip,Pain & Aching,"I have a deep, throbbing ache in my hip that makes it hard to sleep.","Me hwe mu yɛ me yaw a ɛyɛ duru, na ɛhyɛ me ma menntumi nna."
Hip,Pain & Aching,"It's a grinding, agonizing pain deep inside my hip joint.","Me hwe mu yɛ me yaw a ɛyɛ kɛse, ɛte sɛ nea ɛkeka."
Hip,Pain & Aching,"It's a grinding, agonizing pain deep inside my hip joint.",Me hwe mu yɛ me yaw a ɛyɛ yaa pa ara.
Hip,Pain & Aching,"It's a grinding, agonizing pain deep inside my hip joint.",Me hwe mu yɛ me yaw kɛse a ɛkeka me.
Hip,Pain & Aching,"It's a grinding, agonizing pain deep inside my hip joint.","Me hwe mu yɛ me yaw, na ɛyɛ yaa paa."
Hip,Pain & Aching,"It's a grinding, agonizing pain deep inside my hip joint.","Me hwe mu yɛ me yaw, ɛte sɛ nea biribi rekeka me mu."
Nose,Discharge & Irritation,Thick yellow-green mucus is draining down the back of my throat.,Me hwenetwam a ɛyɛ kɔkɔɔ-fitaa a ɛyɛ duru gu me mene mu.
Nose,Smell & Sensation,I've completely lost my sense of smell.,Me hwi hɔ aduru hɔ a mentumi nte adeɛ bio.
Nose,Discharge & Irritation,My nostrils feel raw and cracked from constant wiping.,Me hwi hɔ ayɛ kuro na ɛapae ɛfiri sɛ me petepete so berɛ nyinaa.
Nose,Discharge & Irritation,My nostrils feel raw and cracked from constant wiping.,Me hwi hɔ ayɛ me ya na ɛapae ɛfiri sɛ me petepete so pii.
Nose,Smell & Sensation,I've completely lost my sense of smell.,Me hwi hɔ nyinaa asa.
Nose,Smell & Sensation,My nose feels like it's on fire with every breath.,Me hwi hɔ reyew me berɛ biara a mefiri ahum.
Nose,Smell & Sensation,My nose feels like it's on fire with every breath.,Me hwi hɔ te sɛ gya berɛ biara a mefiri ahum.
Nose,Smell & Sensation,My nose feels like it's on fire with every breath.,Me hwi hɔ te sɛ nea ɛrehyew berɛ biara a mefiri ahum.
Nose,Smell & Sensation,My nose feels like it's on fire with every breath.,Me hwi hɔ yɛ me ya sɛ gya berɛ biara a mefiri ahum.
Nose,Smell & Sensation,"Everything I smell has a foul, rotten odour that isn't real.",Me hwi mu hɔ te nneɛma nka a ɛfɔn nanso ɛnyɛ nokware.
Nose,Discharge & Irritation,Blood keeps dripping from my nose and won't stop.,Me hwi mu mogya resu na ɛkwan nni so sɛ ɛbɛnyae.
Nose,Discharge & Irritation,Blood keeps dripping from my nose and won't stop.,Me hwi mu resu mogya na ɛnnyae koraa.
Lungs & Breathing,Chest Feeling,It feels like there's a heavy fluid or weight sitting on my lungs.,Me hwi mu yɛ me duru sɛ nea biribi da so
Nose,Discharge & Irritation,My nostrils feel raw and cracked from constant wiping.,Me hwi ntaban hɔ apae na ɛyɛ me ya ɛfiri sɛ merenyane so mpɛn pii.
Nose,Discharge & Irritation,My nostrils feel raw and cracked from constant wiping.,Me hwii hɔ abubu na ayɛ me ya ɛfiri sɛ me petepete so daadaa.
Nose,Discharge & Irritation,My nostrils feel raw and cracked from constant wiping.,Me hwii hɔ ayɛ me ya na ɛapae ɛfiri sɛ me petepete so daadaa.
Nose,Smell & Sensation,I've completely lost my sense of smell.,Me hwimu hɔ nni hwi biara.
Brain & Neurological,Sensory Disturbances,I suddenly had slurred speech and couldn't form words properly.,Me kasa asɛe na merentumi mfa nsɛm nka yie.
Brain & Neurological,Sensory Disturbances,I suddenly had slurred speech and couldn't form words properly.,Me kasa ayɛ me kɔkɔɔ na merentumi mfa nsɛm nka no yie.
Chest,Cardiac-Style Pain,It feels like an elephant is sitting right on my chest.,Me koko mu ayɛ me duru sɛ nea sono bi te so pɛ.
Chest,Cardiac-Style Pain,It feels like an elephant is sitting right on my chest.,Me koko mu ayɛ me duru sɛ nea sono bi te so.
Lungs & Breathing,Chest Feeling,There's a dull ache deep inside my chest that worsens when I breathe.,"Me koko mu yɛ me ya a ɛkɔ akyiri a ɛba nketenkete, na ɛyɛ me ya kɛseɛ bere a meretwa homa"
Lungs & Breathing,Chest Feeling,There's a dull ache deep inside my chest that worsens when I breathe.,"Me koko mu yɛ me ya a ɛkɔ akyiri a ɛdɔɔso, na ɛyɛ me ya nso bere a meretwa homa"
Lungs & Breathing,Chest Feeling,There's a dull ache deep inside my chest that worsens when I breathe.,"Me koko mu yɛ me ya a ɛkɔ akyiri, na ɛnya ahoɔden bere a meretwa homa"
Lungs & Breathing,Chest Feeling,There's a dull ache deep inside my chest that worsens when I breathe.,"Me koko mu yɛ me ya a ɛkɔ akyiri, na ɛyɛ me ya kɛseɛ bere a meretwa homa"
Lungs & Breathing,Chest Feeling,There's a dull ache deep inside my chest that worsens when I breathe.,Me koko mu yɛ me ya ketewa bi nanso ɛyɛ me ya kɛseɛ bere a meretwa homa
Chest,Cardiac-Style Pain,"There's a tight, crushing weight right in the middle of my breastbone.",Me kokoɔ mfinimfini hɔ da nneɛma a ɛresɛe me.
Chest,Cardiac-Style Pain,"There's a tight, crushing weight right in the middle of my breastbone.",Me kokoɔ mfinimfini hɔ te sɛ nea ɛreapono me.
Chest,Cardiac-Style Pain,"There's a tight, crushing weight right in the middle of my breastbone.",Me kokoɔ mfinimfini hɔ yɛ me duru dodo.
Chest,Cardiac-Style Pain,"There's a tight, crushing weight right in the middle of my breastbone.",Me kokoɔ mfinimfini hɔ yɛ me duru na ɛbɛɛte me.
Chest,Respiratory & Breathing,My chest feels so tight my ribs won't expand.,Me kokoɔ mu aso na me mfeɛ no ntumi ntrɛ berɛ a merehome.
Chest,Respiratory & Breathing,My chest feels so tight my ribs won't expand.,Me kokoɔ mu mmienu no nyinaa yɛ den na ɛntumi ntrɛ.
Chest,Respiratory & Breathing,It feels like my lungs are burning when I inhale.,Me kokoɔ mu rehye me paa berɛ a meretwi home.
Chest,Cardiac-Style Pain,"I have a deep, heavy bruise-like ache inside my chest.",Me kokoɔ mu yareɛ a ɛduru me sɛ nea ɛayɛ me aduru.
Chest,Cardiac-Style Pain,"I have a deep, heavy bruise-like ache inside my chest.",Me kokoɔ mu yareɛ no te sɛ nea ɛyɛ me duru.
Chest,Cardiac-Style Pain,"I have a deep, heavy bruise-like ache inside my chest.",Me kokoɔ mu yareɛ no yɛ me duru sɛ nea ɛayɛ me fufuo.
Chest,Cardiac-Style Pain,"I have a deep, heavy bruise-like ache inside my chest.",Me kokoɔ mu yareɛ te sɛ nea ɛayɛ me fufuo.
Chest,Respiratory & Breathing,My chest feels so tight my ribs won't expand.,Me kokoɔ mu yɛ den nti me mfeɛ no ntumi ntrɛ.
Chest,Respiratory & Breathing,My chest feels so tight my ribs won't expand.,Me kokoɔ mu yɛ me den paa na me mfeɛ ntumi ntrɛ.
Chest,Cardiac-Style Pain,It feels like my chest is being squeezed in a giant vice.,Me kokoɔ te sɛ nea ɛwɔ mfeɛ kɛseɛ bi mu.
Heart & Cardiovascular,Heartburn & Esophageal,I have a sharp chest pain that gets much worse when I lie flat.,"Me kokoɔ yareɛ a ɛyɛ me ya pa na sɛ mada kyerɛfua a, ɛyɛ me ya kɛse."
Heart & Cardiovascular,Heartburn & Esophageal,I have a sharp chest pain that gets much worse when I lie flat.,"Me kokoɔ yareɛ a ɛyɛ me ya paa, na sɛ meda hɔ pɛ a, ɛyɛ me ya kɛse."
Heart & Cardiovascular,Heartburn & Esophageal,I have a sharp chest pain that gets much worse when I lie flat.,"Me kokoɔ yareɛ a ɛyɛ se takaa na sɛ mada kyerɛfua a, ɛyɛ me ya kɛse."
Heart & Cardiovascular,Heartburn & Esophageal,I have a sharp chest pain that gets much worse when I lie flat.,"Me kokoɔ yareɛ a ɛyɛ se takaa, na sɛ mada hɔ kyerɛfua a, ɛdɔ me kɛse."
Heart & Cardiovascular,Heartburn & Esophageal,I have a sharp chest pain that gets much worse when I lie flat.,"Me kokoɔ yareɛ a ɛyɛ ya paa, na sɛ mada hɔ kyerɛfua a, ɛyɛ me ya kɛse."
Chest,Cardiac-Style Pain,The pain started in my chest and is traveling straight up into my jaw.,Me kokoɔ yareɛ no reforo kɔ me se no mu.
Chest,Cardiac-Style Pain,The pain started in my chest and is traveling straight up into my jaw.,Me kokoɔ yareɛ no rekɔ me se no mu pepeepee.
Chest,Respiratory & Breathing,"I'm having a sharp, stabbing pain every time I take a deep breath.","Me kokoɔ yɛ me ya paa, ɛte sɛ deɛ biribi keka me berɛ a merehome no."
Chest,Palpitations,My heart just skipped a beat and then thumped incredibly hard.,Me koma agyae kakra na afei ɛabo me mu denneennen.
Chest,Palpitations,My heart just skipped a beat and then thumped incredibly hard.,Me koma gyae kakra na afei ɛboɔ me mu denneennen.
Chest,Palpitations,My heart just skipped a beat and then thumped incredibly hard.,Me koma gyaee kakra na afei ɛabo me koko mu denneennen.
Chest,Palpitations,My heart just skipped a beat and then thumped incredibly hard.,Me koma gyinaa kakra na ɛabo me mu denneennen.
Chest,Palpitations,My heart is flip-flopping around inside my chest.,Me koma rebu-bu sɛ neɛ ɛrepere.
Chest,Palpitations,My heart is flip-flopping around inside my chest.,Me koma rebu-bu wɔ me koko mu.
Chest,Palpitations,It feels like my heart is racing a million miles an hour for no reason.,Me koma redwan ntem-ntem nti ɛnyɛ hwee.
Chest,Palpitations,It feels like my heart is racing a million miles an hour for no reason.,Me koma redwan sɛ neɛ ɛrepɛ akwantu nti ɛnyɛ hwee.
Chest,Palpitations,My heart is flip-flopping around inside my chest.,Me koma repopoe wɔ me koko mu.
Lungs & Breathing,Cough & Airways,I coughed up a small amount of blood.,Me kosam de mogya kakra bi baeɛ.
Lower Leg & Calf,Nerve & Sensation,My lower leg feels completely numb and dead from the knee down.,"Me koto ase kɔsi m'anantuo no, me nan ayɛ den na ɛnyɛ hwee."
Lower Leg & Calf,Nerve & Sensation,My lower leg feels completely numb and dead from the knee down.,"Me koto ase kɔsi m'anantuo no, me nan ayɛ kunkun na ɛnyɛ hwee."
Lower Leg & Calf,Nerve & Sensation,My lower leg feels completely numb and dead from the knee down.,"Me koto ase kɔsi m'anantuo no, me nan no awu na ɛnyɛ hwee."
Lower Leg & Calf,Nerve & Sensation,My lower leg feels completely numb and dead from the knee down.,"Me koto ase kɔsi m'anantuo no, me nan nyɛ hwee na ayɛ den."
Knee,Pain & Aching,"There's a constant, grinding ache behind my kneecap.",Me kotodwe akyi no rerena me bere nyinaa.
Knee,Pain & Aching,"There's a constant, grinding ache behind my kneecap.",Me kotodwe akyi no yɛ me yaa bere nyinaa.
Knee,Injury & Instability,It feels like something is grinding inside my knee with every step.,Me kotodwe mu te sɛ adeɛ bi retwitwa bere biara a meretwɛn me nan.
Knee,Injury & Instability,It feels like something is grinding inside my knee with every step.,Me kotodwe mu te sɛ neɛ biribi retwitwa mu bere a meresisi me nan.
Knee,Pain & Aching,"I have a sharp, stabbing pain on the inner side of my knee.",Me kotodwe mu yɛ me ya dendeenden.
Knee,Pain & Aching,My knee aches deeply in cold weather like a old wound.,"Me kotodwe mu yɛ me ya dodo bere a wim yɛ nwunu, ɛte sɛ apirɛ dedaw."
Knee,Pain & Aching,"I have a sharp, stabbing pain on the inner side of my knee.",Me kotodwe mu yɛ me ya kɛse.
Knee,Pain & Aching,"I have a sharp, stabbing pain on the inner side of my knee.","Me kotodwe mu yɛ me ya, ɛte sɛ nea biribi retu me."
Knee,Swelling & Locking,My knee is so swollen and stiff it won't bend past a right angle.,Me kotodwe no afɔn paa enti ɛntumi nkotodwe yie.
Knee,Pain & Aching,"My knee feels totally unstable, like it's going to give out from under me.","Me kotodwe no anyɛ den, ɛte sɛ nea ɛbɛbɔ ase."
Knee,Injury & Instability,My knee keeps giving way on stairs and uneven ground.,Me kotodwe no bubuu aseɛ berɛ a metee pɔp no.
Knee,Injury & Instability,My knee keeps giving way on stairs and uneven ground.,Me kotodwe no bɛkɔɔ aseɛ berɛ a metee nnyigyei kɛseɛ.
Knee,Swelling & Locking,My knee locks in place and won't straighten — I have to jolt it free.,"Me kotodwe no gyina hɔ, ɛntumi ntrɛw, gye sɛ mebobɔ no."
Knee,Injury & Instability,I heard a loud pop and my knee buckled underneath me completely.,Me kotodwe no hye na ɛyɛ me sɛ ɛrebɛbobɔ.
Knee,Swelling & Locking,"My knee feels hot, tight, and full like a balloon.","Me kotodwe no hye, ɛyɛ den, na ɛfɔn sɛ balloon."
Knee,Injury & Instability,I heard a loud pop and my knee buckled underneath me completely.,"Me kotodwe no hye, ɛyɛ den, na ɛte sɛ nea ɛbɛbobɔ."
Knee,Pain & Aching,"My knee feels totally unstable, like it's going to give out from under me.","Me kotodwe no nni ahoɔden, ɛte sɛ nea ɛbɛtwe me akyiri."
Knee,Pain & Aching,"My knee feels totally unstable, like it's going to give out from under me.","Me kotodwe no nnyina yie, ɛte sɛ nea ɛbɛbɔ ase."
Knee,Swelling & Locking,"My knee feels hot, tight, and full like a balloon.","Me kotodwe no si hɔ na ɛntumi ntrɛw, ɛsɛ sɛ metwe no ma ɛgyaa."
Knee,Swelling & Locking,My knee is so swollen and stiff it won't bend past a right angle.,Me kotodwe no yɛ den a ɛntumi nkɔ anim.
Knee,Swelling & Locking,My knee locks in place and won't straighten — I have to jolt it free.,"Me kotodwe no yɛ den, ɛntumi nkotodwe kɔ akyiri."
Knee,Pain & Aching,"My knee feels totally unstable, like it's going to give out from under me.","Me kotodwe no yɛ hiam, ɛte sɛ nea ɛbɛbɔ ase bere biara."
Knee,Injury & Instability,I heard a loud pop and my knee buckled underneath me completely.,"Me kotodwe no yɛ me sɛ ɛbɛbobɔ, ɛhye na ɛfɔn."
Knee,Pain & Aching,"My knee feels totally unstable, like it's going to give out from under me.","Me kotodwe no yɛ mpampam, ɛte sɛ nea ɛrenntumi nnyina."
Knee,Injury & Instability,My knee keeps giving way on stairs and uneven ground.,Me kotodwe no yɛɛ pɔp na ɛkɔɔ aseɛ.
Knee,Pain & Aching,"There's a constant, grinding ache behind my kneecap.",Me kotodwe ti no akyi no yɛ me yaa dapaa.
Lower Back,Spine & Structural,The pain feels like a deep boring ache right inside the bone of my spine.,Me kyenkyerɛɛ nnompe no mu yɛ me ya denneennen.
Lower Back,Spine & Structural,The pain feels like a deep boring ache right inside the bone of my spine.,Me kyenkyerɛɛ nnompe no mu yɛ me ya sɛ obi retwitwa mu.
Lower Back,Morning Stiffness,My whole spine feels rigid and locked until I move around for a while.,"Me kyenkyerɛɛ nyinaa akye na ɛnnyina, gye sɛ menante kakra."
Lower Back,Morning Stiffness,My whole spine feels rigid and locked until I move around for a while.,"Me kyenkyerɛɛ nyinaa asɛe sɛ ɛmu mu, gye sɛ mekyinkyin kakra ansa na ɛtɔ me yam."
Lower Back,Morning Stiffness,My whole spine feels rigid and locked until I move around for a while.,"Me kyenkyerɛɛ nyinaa ayɛ den na ɛkye, gye sɛ menante kwan kyerɛ ansa na ɛbue."
Lower Back,Morning Stiffness,My whole spine feels rigid and locked until I move around for a while.,"Me kyenkyerɛɛ nyinaa ayɛ den sɛ nea ɛmu mu, gye sɛ meka me ho kakra ansa na ɛyɛ me mmerɛw."
Lower Back,Morning Stiffness,My whole spine feels rigid and locked until I move around for a while.,"Me kyenkyerɛɛ nyinaa yɛ den na ɛnnyina, gye sɛ mekyinkyin kakra ansa na ɛyɛ me yiye."
Spine & Sciatica,Sciatica & Radiating Pain,The pain starts in my lower back and shoots straight into my buttock.,Me kyerɛw yareɛ no firi m'akyi ba m'atɛtɛ mu.
Spine & Sciatica,Sciatica & Radiating Pain,My lower back pain shoots down my leg and my foot goes completely numb.,Me kyerɛw yaw no tu kɔ me nan mu na me nan abɔ me korakora.
Spine & Sciatica,Nerve & Sensory,My lower back is numb and the numbness is creeping further down my leg.,Me kyɛrɛw abɔ me na ɔnɛno no retu akɔ me nan mu kɔɔ.
Spine & Sciatica,Nerve & Sensory,My lower back is numb and the numbness is creeping further down my leg.,Me kyɛrɛw abɔ me na ɛretu rekɔ me nan mu.
Spine & Sciatica,Nerve & Sensory,There's a constant buzzing or vibrating feeling in my lower back.,Me kyɛrɛw mu no dɔm me daa.
Spine & Sciatica,Nerve & Sensory,There's a constant buzzing or vibrating feeling in my lower back.,Me kyɛrɛw mu no keka me daa.
Spine & Sciatica,Nerve & Sensory,There's a constant buzzing or vibrating feeling in my lower back.,Me kyɛrɛw mu no te sɛ nea biribi woso mu.
Spine & Sciatica,Nerve & Sensory,There's a constant buzzing or vibrating feeling in my lower back.,Me kyɛrɛw mu no woso me.
Spine & Sciatica,Sciatica & Radiating Pain,The pain starts in my lower back and shoots straight into my buttock.,Me kyɛrɛw mu yaw no firi m'akyi kɔ m'atɛtɛ mu kɔɔ.
