body_part,sub_category,original_english,twi_translation
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.",M’ati ayɛ duru araa deɛ ɛyɛ den sɛ mɛma me ti so.
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.","Me te nka sɛ me ti yɛ duru dodo, anka ɛbɛtɔ afiri me kɔn so."
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.",Me kɔn ntumi nnyina me ti duru no ano bio.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Nhyɛso kɛse bi te m’ati atifi.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Me te nka sɛ adesoa duru bi te me ti atifi pɛɛ.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Nhyɛso a ɛyɛ den paa hyɛ me ti atifi.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Biribi duru bi te m’ati so pɛɛ a ɛrehyɛ me ase.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Me ti atifi yɛ me hyɛhyɛhyɛ te sɛ nea biribi kɛse te so.
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me ti dɔmpe mu nyinaa yɛ me ma te sɛ nea mfutuma anaa biribi ahyɛ mu ma.
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me ti mu nyinaa ayɛ ma hahann te sɛ nea mframa biara ntumi mfa mu.
Head,Pressure & Heaviness,My whole skull feels full and congested.,"Me ti mu nyinaa akyere, asɛ ɛhɔ ayɛ ma dodo."
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me te nka sɛ me ti dɔmpe no mu ahyɛ ma pi.
Head,Pressure & Heaviness,My whole skull feels full and congested.,"Me ti mu nyinaa ayɛ ma tɔnn, na mframa mpo ntumi mfa mu."
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Ɛte sɛ nea yɛde biribi akyekyere me ti mu denden paa.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Metee nka sɛ me ti denden mu kyekyere.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Ɛyɛ me sɛ biribi amia me ti mu kyeree.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Me ti mu yɛ me denden te sɛ nea yɛde ntama akyekyere ho.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Ɛyɛ me sɛ biribi denden akyekyere me ti a ɛmia me.
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.","Berɛ biara a kanea bɛbɔ m'ani so no, mete nka sɛ dadeɛ bɔ kɔ me ti mu."
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.","Sɛ kanea hyɛ m'ani so a, ɛyɛ me sɛ biribi pɔtee bɔ bue me ti mu."
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.",Kanea biara a ɛbɛtwa m'ani so no ma me ti mu pae me denden paa.
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.","Sɛ kanea hyɛ m'ani so a, metee nka sɛ biribi bɔ me ti nnompe mu."
Head,Sensitivity,"Every time light hits my eyes, a spike shoots through my brain.",Kanea a ɛtwene m'ani so biara ma me ti mu pae me dɛɛdɛɛ.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,Dedeyɛ ketewa biara ma me ti mu pae denden paa.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,"Sɛ metee dede ketewa bi mpo a, ɛde yaw kɛseɛ bɔ me ti mu mpofirim."
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,Dede kakra biara ma me ti yaw no yɛ denden paa ɛyɛm ara yɛm.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,Dede ketewa biara twa me ti mu te sɛ anyinam.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,"Sɛ dede kakra bi mpo ba a, ɛbɔ me ti mu yaw pa ara."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Sɛ yɛde nsa fɛmfeɛ ka me ti nhwi ase mpo a, ɛyɛ me ya paa."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Me ti wedee ho yɛ mmerɛ dodo, nti sɛ woka ho brɛoo mpo a ɛyɛ ya."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Sɛ wode nsa soa me ti ho brɛoo mpo a, mete yaw kɛseɛ."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Sɛ biribi ka me ti nhwi ase brɛoo mpo a, metee nka yaw bi."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,Me ti nhwi ase ho yɛ mmerɛ dodo nti mpo sɛ woka ho brɛoo a ɛyɛ ya.
Head,Sensitivity,Strong smells are making my headache unbearably worse.,Hwammɔden biara ma me ti yaw no yɛ ya dodo a mentumi nnyina ano.
Head,Sensitivity,Strong smells are making my headache unbearably worse.,Hwam a ɛyɛ den ma me tiyɛnee no dɔɔso ara a mentumi nnyina ano.
Head,Sensitivity,Strong smells are making my headache unbearably worse.,"Sɛ mehuam biribi a ɛyɛ den a, ɛma me ti pae me yayaayaw a mentumi ntena ase."
Head,Sensitivity,Strong smells are making my headache unbearably worse.,Hwam denden ma me ti yaw no sɛe koraa a mentumi nnyina ano.
Head,Sensitivity,Strong smells are making my headache unbearably worse.,"Sɛ huanbɔne anaa hwam biara a ɛyɛ den ba a, ɛma me ti yaw no dɔɔso dodo."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti wedee ho yɛ mmerɛ dodo nti sɛ mefeɛ me ti a, ɛyɛ me ya ampa."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Sɛ mefeɛ me ti nhwi a, mete yaw kɛseɛ mpo ɛfiri sɛ me ti nhwi ase yɛ mmerɛ."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,Me ti nhwi ase yɛ mmerɛ dodo nti afeɛ mpo mpo yɛ me ya papapaa.
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti wedee yaw nti, afeɛ a mɛde akyere me ti no yɛ me yaw dodo a mentumi ntena ase."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Sɛ mefeɛ me ti a, ɛyɛ ya dodo mpo ɛfiri sɛ me ti kɔn mu yɛ mmerɛ dodo."
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,M'atifi mmeammea bi hyehye me na ɛyɛ me ya daa.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,Baabi bi wɔ me ti ho a ɛhyehye me na ɛyɛ yaw brɛoo.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,M'atipɛn ho mmeammea bi dɔkrodɔkro me na ɛnyɛ gyae koraa.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,M'atifi hyehye me dodoɔ na ɛyaw me mmerɛ biara.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,Me ti nhwi ase mmeammea bi hyehye na ɛbɔ me pɔmpɔn daa.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Te sɛ biribi rewewe me ti nyinaa ho.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Me ti ho nyinaa yɛ me dɔkrodɔkro te sɛ nkuku.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Me ti nhwi ase yɛ me dɔw-dɔw te sɛ nea mmoawa bi nenam ho.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Ɛyɛ me te sɛ mmoawa bi rekeka m'atifi baabiara.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Me ti ho nyinaa yɛ me weweewewe te sɛ adidi.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti baabi pɔtee bi yɛ me yaw denden.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",M'atifi faako pɔtee bi rewura me ya paa.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Ɛyaw denden bi wɔ m'atifi faako koro pɛ.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",M'atipɛn ho baabi koro bi bɔ me pɔmpɔn yaw paa.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti nhwi ase faako pɛ na ɛyɛ me ya denden te sɛ nsoe reka me.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",M'atifi ayɛ mmefi nketewa a ɛyɛ me dɔw paa.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",Nsensanee nsensanee a ɛyɛ den na ɛkeka me ahyɛ me ti ho ma.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",Me ti nhwi ase ayɛ fitaa na ɛpaapae a ɛyɛ me dɔw.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",M'atipɛn ho ayɛ mfifiri akɛseɛ bi a ɛyɛ dɔw na ɛho paapae.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",Me ti ho ayɛ mmefi pii a ɛyɛ den na ɛkeka me daa.
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,Sradeɛ ayɛ me ti ho na ɛyɛ me ya mmerɛ biara mpo sɛ mehohoro ho mmerɛ pii a.
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,M'atifi yɛ sradeɛ sradeɛ na ɛyɛ dɔw mpo sɛ mehahare me ti daa a.
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,"Sɛ mehohoro me ti mpo a, ɛnyɛ yie na ɛyɛ sradeɛ na ɛkeka me."
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,Me ti nhwi ase yɛ sradeɛ na ɛhaw me dodoɔ mpo sɛ mehahare ho daa.
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,M'atifi ho fɔte mmerɛ biara mpo sɛ mehohoro ho dodoɔ a.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Mpɔmpɔ nketewa a ɛyɛ yaw ahyɛ m'atifi ho ma.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Mpɔmpɔ nketeyewa bi wɔ me ti nhwi ase a ɛyɛ me yaw paa.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",M'atipɛn ho ayɛ nsuapɔ nketewa bi a ɛreyɛ me ya.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Me ti ho ayɛ nsompo nketewa bi a ɛyɛ yaw paa.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Mpɔmpɔ nketewa bi ahyɛ me ti ho a ɛyɛ yaw denden.
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,Me ti nwi tutu dodo berɛ a meretwitwi anaa merehohoro mu.
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,"Sɛ mefe me ti anaa mehohoro mu a, me ti nwi tutu pii ba nsa mma nsa."
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,"Sɛ mepa me ti nwi anaa meguare a, ɛtutu dodo."
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,"Sɛ mefe me ti anaa mehohoro mu a, me ti nwi no tutu gu fam pii."
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,Me ti nwi tutu pii sɛ meguare anaa mefe me ti.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Tikpaa baako atwa wɔ me ti ho a ɛhɔ ayɛ torotoro.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Baabi wɔ me ti so a me ti nwi nyinaa atutu a ɛhɔ ayɛ tororoo.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Me ti so baabi ayɛ tikpaa trotroo a nwi biara nni hɔ.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Meanya tikpaa ketewa bi wɔ me ti so a ɛhɔ ayɛ torotoro.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.","Baabi wɔ me ti ho a nwi biara nni hɔ koraa, ɛhɔ ayɛ tɔtrɔɔ."
Neck,Stiffness & Mobility,My neck is totally locked up and I can't turn it to either side.,"Me kɔn akyere koraa, mintumi nnannan me ti kɔ nifa anaa benkum."
Neck,Stiffness & Mobility,My neck is totally locked up and I can't turn it to either side.,Me kɔn akyere pi mintumi nnannan nkyɛn biara.
Neck,Stiffness & Mobility,My neck is totally locked up and I can't turn it to either side.,"Me kɔn akyere dodo, mintumi nnannan me ti kɔ baabiara."
Neck,Stiffness & Mobility,My neck is totally locked up and I can't turn it to either side.,Mintumi nnannan me kɔn nifa anaa benkum ɛfirisɛ akyere dennen.
Neck,Stiffness & Mobility,My neck is totally locked up and I can't turn it to either side.,Me kɔn mu ayɛ den koraa a mintumi nnannan mfa baabiara.
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ mepɛ sɛ medannan me ti a, ɛyɛ me ya denden kɔ me kɔn akyi ne me mmati ho."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ medannan me ti a, yaw bi twa firi me kɔn mu kɔ me mmati mu ntɛm."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ medannan me ti kɔ nkyɛn a, ayaayadeɛ bi tu firi me kɔn mu gu me mmatire so."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ mekeka me ti a, yaw a ano yɛ nnam twa kɔ me mmati so ntɛm."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,Me ti dannan ma meyaayadeɛ twa kɔ me mmati mu denden.
Neck,Stiffness & Mobility,My neck feels stiff as a rod first thing in the morning.,"Anɔpa tutuutu, me kɔn yɛ den te sɛ dua."
Neck,Stiffness & Mobility,My neck feels stiff as a rod first thing in the morning.,"Sɛ mesɔre anɔpa a, na me kɔn mu ayɛ den koraa te sɛ poma."
Neck,Stiffness & Mobility,My neck feels stiff as a rod first thing in the morning.,Me kɔn mu yɛ den te sɛ baa sɛ mesɔre anɔpa.
Neck,Stiffness & Mobility,My neck feels stiff as a rod first thing in the morning.,Anɔpa hene biara me kɔn mu yɛ den pi te sɛ dua a mintumi nnannan.
Neck,Stiffness & Mobility,My neck feels stiff as a rod first thing in the morning.,Me kɔn mu siane denden sɛ dua anɔpa paa sɛ mesɔre.
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,Mintumi mma me ti so kɔ akyi gye sɛ meyaayadeɛ a ano yɛ nnam ba mu.
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,"Sɛ mema me ti so kɔ akyi a, ɛyɛ me yaw te sɛ biribi rewɔ me."
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,"Sɛ mebɔ me ti nkyɛne kɔ akyi a, ɛyɛ me ya denden te sɛ sekan na ɛrewɔ me."
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,Mintumi nsan me ti kɔ akyi ɛfirisɛ ɛbɛyɛ me yaw denden.
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,"Sɛ mepɛ sɛ mehwɛ soro a, yaw a ano yɛ nnam bɔ me kɔn mu."
Neck,Pain & Aching,The muscles in my neck feel tight as guitar strings.,Me kɔn mu ntini ayɛ den te sɛ sanku nhama.
Neck,Pain & Aching,The muscles in my neck feel tight as guitar strings.,Me kɔn mu ntini ateetee te sɛ sanku nhama a wɔatwe mu.
Neck,Pain & Aching,The muscles in my neck feel tight as guitar strings.,Me kɔn mu ntini asisi dendeenden te sɛ sanku nhama.
Neck,Pain & Aching,The muscles in my neck feel tight as guitar strings.,Me kɔn mu ayɛ den basabasa te sɛ sanku nhama a wɔamene mu.
Neck,Pain & Aching,The muscles in my neck feel tight as guitar strings.,Me kɔn mu ntini nyinaa mu ayɛ den te sɛ sanku hama a wɔatwe mu.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",Metee yaw kɛseɛ bi a ɛhye me wɔ me tikɔn ase pɛɛ.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",Ɛyaw a ɛhye dendeenden bi hyɛ me tikɔn ase tɔnn.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",Me tikɔn ase rehye me dendeenden wɔ mu akyiri.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",Eya a ɛhye redɔ mu wɔ me tikɔn ase nnompe no mu.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",Me kɔn akyi pɛɛ hyia me ti ase no yɛ me yaw denden a ɛhye me.
Neck,Pain & Aching,It feels like a hot poker is being jammed into the back of my neck.,Te sɛ nea yɛde dadeɛ hye rewura me kɔn akyi.
Neck,Pain & Aching,It feels like a hot poker is being jammed into the back of my neck.,Me kɔn akyi reyɛ me yaw te sɛ nea yɛde dadeɛ a yɛaso gya rehwire mu.
Neck,Pain & Aching,It feels like a hot poker is being jammed into the back of my neck.,Ɛte sɛ nea yɛde dadeɛ a ɛhye dendeenden rewo me kɔn akyi.
Neck,Pain & Aching,It feels like a hot poker is being jammed into the back of my neck.,Me kɔn akyi reyɛ me yaw te sɛ dadeɛ hye a yɛde rewura me mu.
Neck,Pain & Aching,It feels like a hot poker is being jammed into the back of my neck.,Metee nka sɛ dadeɛ a ɛredɛw na yɛde rewura me kɔn akyi nnompe mu.
Neck,Pain & Aching,"My neck aches constantly, like I've been holding a heavy weight.","Me kɔn yɛ me yaw bere biara, te sɛ nea masoa adesoa duru bi."
Neck,Pain & Aching,"My neck aches constantly, like I've been holding a heavy weight.",Daa me kɔn mu yɛ me yaw te sɛ nea mekura adeɛ denden bi mu.
Neck,Pain & Aching,"My neck aches constantly, like I've been holding a heavy weight.","Me kɔn mu yaw no nnyae koraa, ɛte sɛ nea masoa nneɛma a ɛyɛ duru akyɛ."
Neck,Pain & Aching,"My neck aches constantly, like I've been holding a heavy weight.",Me kɔn reyɛ me yaw daa te sɛ nea mede adesoa kɛseɛ bi ato me kɔn mu.
Neck,Pain & Aching,"My neck aches constantly, like I've been holding a heavy weight.",Me kɔn yaw no te sɛ nea mede adesoa duru bi asi hɔ kyɛre.
Neck,Nerve & Radiating Pain,A sharp pain is shooting from my neck down into my arm.,Ɛyaw denden bi retu mmirika fi me kɔn mu kɔ me nsa mu.
Neck,Nerve & Radiating Pain,A sharp pain is shooting from my neck down into my arm.,Eyaw a ano yɛ nnam bi rewo me fi me kɔn mu resian kɔ me nsa mu.
Neck,Nerve & Radiating Pain,A sharp pain is shooting from my neck down into my arm.,Metee yaw a ano yɛ nnam nka sɛ ɛresian fi me kɔn mu rekɔ me nsa mu.
Neck,Nerve & Radiating Pain,A sharp pain is shooting from my neck down into my arm.,Yaw kɛse bi retu me kɔn mu rewo me nsa kɔsi fam.
Neck,Nerve & Radiating Pain,A sharp pain is shooting from my neck down into my arm.,Ɛyaw denden bi refiri me kɔn mu repue me nsa mu basabasa.
Neck,Nerve & Radiating Pain,"My neck pain is sending a tingling, buzzing feeling into my fingers.",Me kɔn yaw no de wowɔm ne nsensennee rehyɛ me nsateaa mu.
Neck,Nerve & Radiating Pain,"My neck pain is sending a tingling, buzzing feeling into my fingers.",Me kɔn yaw no rema me nsateaa mu retitii na ɛwowɔ me.
Neck,Nerve & Radiating Pain,"My neck pain is sending a tingling, buzzing feeling into my fingers.",Me kɔn mu yaw no de ayose kɛseɛ reba me nsateaa mu.
Neck,Nerve & Radiating Pain,"My neck pain is sending a tingling, buzzing feeling into my fingers.",Me kɔn yaw no rema me nsateaa no reyɛ me gyigyeegyi ne asensene.
Neck,Nerve & Radiating Pain,"My neck pain is sending a tingling, buzzing feeling into my fingers.",Me kɔn yaw no rema me nsateaa mu wowɔ me te sɛ nsensennee.
Neck,Nerve & Radiating Pain,The pain in my neck radiates all the way up into my head.,M'akɔn mmerɛeɛ mu yaw no kɔ m'atifi tẽẽ.
Neck,Nerve & Radiating Pain,The pain in my neck radiates all the way up into my head.,Yaw a ɛwɔ m'akɔn mu no foro kɔ me tirim.
Neck,Nerve & Radiating Pain,The pain in my neck radiates all the way up into my head.,M'akɔn yɛ me ya na ɛde yaw no kɔ me ti mu.
Neck,Nerve & Radiating Pain,The pain in my neck radiates all the way up into my head.,M'akɔn yaw no resian akɔ me ti mu nyinaa.
Neck,Nerve & Radiating Pain,The pain in my neck radiates all the way up into my head.,Mete yaw wɔ m'akɔn mu a ɛde rekɔ me ti mu tẽẽ.
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.",Me nsa awu firi m'akɔn ho.
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.",Awuawuo bi firi m'akɔn ho resian ba me nsa mu.
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.","Me nsa ayɛ kraw, ɛfiri aseɛ firi m'akɔn ho."
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.",Mete owuo bi nka wɔ me nsa mu a ɛfiri m'akɔn mu.
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.","Firi m'akɔn ho de kɔ me nsa mu nyinaa awu, mente nka biara."
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,Dan mu yi redane kyin me na mentumi nnya fam.
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,Beaeɛ yi nyinaa rekyin na mentumi nnyina asaase no so yie.
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,"Me ti mu kyin me, dan mu redane na mentumi nhu asaase no."
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,Asaase no rekyin m'ani so na mentumi nte fam nka.
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,Me tirim kyin me dodoɔ ara a mentumi nhu baabi a fam wɔ.
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Mentumi nnyina yie, ɛyɛ me mmoa sɛ asaase no rekeka wɔ me nan ase."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Me ho kyin me, ɛyɛ me sɛ asaase no resesa ne sibea."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Matɔ firi me gyinabea, ɛyɛ me sɛ asaase no rewoso me nan ase."
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.",Mete nka sɛ merehwe ase ɛfiri sɛ fam rekeka.
Brain & Neurological,Dizziness & Balance,"I feel completely off-balance, like the ground is shifting under me.","Menni ahoɔden biara a mede bɛgyina yie, te sɛ nea asaase no retetɛ me nan ase."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti mu ayɛ hare, te sɛ nea mogya nyinaa afiri me ti mu."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti mu yɛ me hãã, te sɛ nea mogya biara nni me ti mu bio."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,Ɛyɛ me sɛ me ti mu mogya nyinaa asa.
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"M'ani so repatiri me, te sɛ nea mogya nyinaa asian afiri me ti mu."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,Me ti mu yɛ me hãã te sɛ nea mogya nyinaa afiri mu asen akɔ.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Adeɛ biara kyea m'ani so na mete nka sɛ merekyea akɔ nkyɛn baako.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,"Nneɛma nyinaa kyea m'ani so, na mete nka sɛ merekotɔ afã baako."
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Wiase nyinaa kyea na mete nka sɛ merekyere kɔ baako.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Mehu nneɛma nyinaa sɛ ɛkyea na mete nka sɛ merekyɛn kɔ afã foforɔ.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Adeɛ biara akyea na ɛyɛ me sɛ merehwe ase akɔ nkyɛn baako.
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Sɛ megyina hɔ mpo a, ɛte sɛ nea mewɔ hyɛmma a ɛwoso mu."
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Ɛwom sɛ megyina hɔ komm deɛ, nanso m’ani so dane me te sɛ nea mewɔ hyɛmma a ɛwoso mu."
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Megyina fam yi mpo, ɛyɛ me sɛ meka hyɛn a ɛreba fam na ɛrekɔ soro mu."
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Me ho popo te sɛ nea mewɔ po so hyɛn bi a ɛreyɛ bɔ mu, ɛwom sɛ minnyinii mpo."
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Sɛ megyina baabi a minnyini mpo a, ɛte sɛ nea m’ani so reyɛ me totoroto wɔ hyɛmma mu."
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.","Mete nka sɛ mente me ho ase koraa, te sɛ nea merenante wɔ kusukuu mu."
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.","Mete nka sɛ m’adwene afiri me ho, te sɛ nea merefa omununkum mu."
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.","Ɛyɛ me sɛ me ne wiase nni twaka koraa, te sɛ nea merenante wɔ kusukuu mu."
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.",M’adwene nyinaa ayɛ basabasa te sɛ nea merenante wɔ omununkum kɛseɛ bi mu.
Brain & Neurological,Consciousness & Cognition,"I feel completely disconnected, like I'm walking in a fog.","Mete nka sɛ me ho afiri me ho, te sɛ obi a ɔrenante wɔ obun mu a ɔnhunu kwan."
Brain & Neurological,Consciousness & Cognition,"My thoughts feel slow and scrambled, like my brain won't work.","M’adwendwen mu ayɛ nyaa na ayɛ basabasa, te sɛ nea m’amene anyɛ adwuma koraa."
Brain & Neurological,Consciousness & Cognition,"My thoughts feel slow and scrambled, like my brain won't work.","Metwen paa ansa na m’adwene aba, na ayɛ me sɛ m’adwene no mu atutu."
Brain & Neurological,Consciousness & Cognition,"My thoughts feel slow and scrambled, like my brain won't work.","M’adwene ayɛ nyaa paa na ɛnhyia, te sɛ nea m’amene no agyae adwumayɛ."
Brain & Neurological,Consciousness & Cognition,"My thoughts feel slow and scrambled, like my brain won't work.","M’adwene mu ayɛ basabasa na ayɛ nyaa, ɛte sɛ nea m’amene no rentumi nyɛ hwee."
Brain & Neurological,Consciousness & Cognition,"My thoughts feel slow and scrambled, like my brain won't work.","Entumi nyɛ me sɛ m’amene reyɛ adwuma, efisɛ m’adwene ayɛ nyaa na afratrafra."
